"","restaurants","bars","cafe","college","casino","nightclub","pharmacy","theatre","university","antiques","art","bakery","tattoo","cinema","library","marketplace","railway_station","subway","hotels","volume"
"623",139,19,84,0,0,1,0,0,0,0,6,14,0,1,1,173,2,6,1,"High"
"624",4,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"625",219,9,98,0,4,0,53,0,0,2,18,12,0,0,0,0,1,18,457,"Very High"
"626",243,20,118,25,0,0,11,0,0,0,0,0,0,1,0,0,2,0,156,"High"
"627",89,18,103,0,0,0,3,9,52,0,1,5,0,0,47,24,2,1,26,"High"
"628",18,2,8,0,0,0,1,1,0,0,0,1,0,0,0,0,19,0,0,"Normal"
"629",31,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,76,"Normal"
"630",270,104,188,0,0,1,37,0,0,0,0,8,0,0,1,0,7,0,119,"High"
"631",48,6,17,0,0,0,22,20,107,0,0,9,8,1,1,0,2,0,18,"Normal"
"632",87,24,103,0,0,1,4,17,9,0,1,19,0,0,1,0,3,1,159,"High"
"633",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"634",660,91,339,37,0,25,47,56,27,25,146,6,15,1,0,0,2,146,323,"Very High"
"635",59,1,20,6,0,1,7,0,0,0,0,7,0,0,1,0,30,0,236,"High"
"636",24,1,10,0,0,0,4,0,107,0,0,0,0,0,0,0,1,0,0,"Normal"
"637",50,10,40,0,0,18,8,0,0,0,0,0,0,0,0,0,2,0,0,"Normal"
"638",497,63,208,42,0,2,21,262,182,0,0,26,0,0,0,17,3,0,199,"Very High"
"639",142,13,156,14,0,17,16,24,548,0,3,0,1,0,39,0,66,3,199,"Very High"
"640",130,12,141,14,0,0,17,24,624,0,2,0,1,0,39,0,66,2,188,"Very High"
"641",182,9,82,0,0,1,27,0,607,0,9,2,0,0,2,0,3,9,158,"Very High"
"642",150,13,162,15,0,17,17,24,564,0,3,0,1,0,38,0,66,3,212,"Very High"
"643",140,4,117,1,0,0,16,34,744,0,2,1,0,0,88,0,3,2,213,"Very High"
"644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Normal"
"645",310,18,228,29,0,0,8,46,810,0,33,1,0,0,43,0,2,33,350,"Very High"
"646",76,17,95,0,0,1,1,69,1,0,0,6,0,0,0,0,136,0,93,"High"
"647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"648",161,14,155,0,0,0,28,0,0,0,1,8,0,0,0,0,39,1,597,"Very High"
"649",63,5,12,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,246,"High"
"650",162,16,145,0,0,0,28,0,0,0,1,8,0,0,0,0,40,1,592,"Very High"
"651",48,0,46,0,0,0,7,0,0,0,0,5,0,1,6,0,0,0,0,"Normal"
"652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Normal"
"653",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"Normal"
"654",150,13,162,15,0,0,17,24,564,0,3,0,1,0,38,0,66,3,212,"Very High"
"655",61,2,34,6,0,1,3,0,0,0,0,7,0,0,1,0,30,0,211,"High"
"656",431,58,229,22,0,13,45,41,43,26,118,5,0,1,0,0,2,118,267,"Very High"
"657",295,174,245,51,0,65,1,6,0,0,1,0,0,1,2,8,26,1,84,"Very High"
"658",93,13,12,0,0,0,4,0,88,0,0,0,0,5,6,1,1,0,109,"High"
"659",95,7,25,0,0,0,5,0,0,9,23,1,0,0,0,0,2,23,152,"High"
"660",33,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,"Normal"
"661",1614,207,553,42,13,42,38,288,0,13,72,41,25,38,6,5,3,72,449,"Massive"
"662",149,4,133,0,0,0,17,0,0,0,1,8,0,0,0,0,39,1,579,"Very High"
"663",159,13,138,0,0,0,28,0,0,0,1,8,0,0,0,0,39,1,567,"Very High"
"664",23,4,31,0,0,0,1,0,0,0,0,2,0,0,0,0,9,0,12,"Normal"
"665",36,0,33,0,0,0,9,0,0,0,0,1,0,0,0,0,9,0,15,"Normal"
"666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"667",53,13,17,0,0,0,3,0,94,0,0,1,0,5,17,1,1,0,116,"High"
"668",205,86,245,21,0,51,27,2,72,0,1,0,0,2,0,19,4,1,52,"High"
"669",825,109,437,67,1,13,31,125,940,17,70,35,0,21,43,0,2,70,482,"Massive"
"670",16,2,18,0,0,2,3,1,0,0,0,2,1,3,0,17,1,0,4,"Normal"
"671",157,3,74,0,0,0,29,0,0,1,1,7,0,0,2,28,2,1,354,"High"
"672",61,2,34,6,0,1,3,1,0,0,0,7,0,0,1,0,30,0,217,"High"
"673",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139,"Normal"
"674",1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,"Normal"
"675",70,6,47,29,0,0,21,20,51,0,0,10,8,1,1,0,2,0,32,"Normal"
"676",161,9,33,0,0,1,16,23,114,1,5,5,0,1,0,0,4,5,151,"High"
"677",5,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Normal"
"678",102,8,43,0,1,0,11,0,0,0,0,1,0,0,0,0,2,0,208,"High"
"679",114,8,35,0,1,1,5,0,0,0,1,1,0,0,0,0,2,1,113,"Normal"
"680",72,0,20,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,45,"Normal"
"681",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"683",875,98,422,34,1,11,27,78,904,0,83,45,20,21,53,0,2,83,456,"Massive"
"684",101,2,22,0,0,0,13,0,0,5,14,8,0,13,0,1,1,14,23,"Normal"
"685",62,1,15,6,0,1,8,0,0,0,0,7,0,0,1,0,1,0,227,"High"
"686",175,34,90,16,0,17,13,0,0,0,0,0,12,1,0,0,2,0,0,"High"
"687",235,50,96,0,0,0,8,0,0,0,11,0,0,3,0,18,26,11,0,"High"
"688",19,7,25,35,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,"Normal"
"689",215,50,84,0,0,0,3,0,0,0,11,0,0,3,0,7,26,11,0,"High"
"690",33,2,26,0,0,0,2,0,0,7,5,2,0,0,0,0,0,5,0,"Normal"
"691",38,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Normal"
"692",189,26,141,0,0,0,1,79,42,0,0,7,0,0,0,25,136,0,68,"High"
"693",18,0,24,13,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"694",150,12,120,0,0,0,17,0,0,0,1,8,0,0,0,0,38,1,573,"Very High"
"695",159,75,157,0,0,0,27,0,1,0,0,6,0,0,0,59,6,0,140,"High"
"696",196,14,166,0,2,0,35,0,0,0,18,16,0,0,0,0,39,18,565,"Very High"
"697",34,2,16,0,0,0,0,0,0,0,8,1,0,0,0,2,0,8,23,"Normal"
"698",40,2,17,0,0,0,17,0,0,0,8,1,0,0,0,2,0,8,43,"Normal"
"699",41,2,17,0,0,0,17,0,0,0,12,1,0,0,0,2,0,12,43,"Normal"
"700",41,2,17,0,0,0,17,0,0,0,12,1,0,0,0,2,0,12,43,"Normal"
"701",98,8,35,0,1,0,5,0,0,0,1,1,0,0,0,0,38,1,127,"High"
"702",153,13,60,0,1,1,15,1,0,24,14,1,0,0,0,0,2,14,40,"High"
"703",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"704",138,0,54,16,0,0,13,0,0,0,0,6,0,1,0,0,1,0,58,"Normal"
"705",3,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,5,"Normal"
"706",29,0,13,0,0,0,7,0,0,0,0,2,0,0,0,0,1,0,242,"Normal"
"707",283,177,219,51,0,64,2,6,0,0,1,0,0,1,1,8,26,1,85,"Very High"
"708",178,16,157,0,0,0,38,0,0,0,9,8,0,0,0,0,40,9,583,"Very High"
"709",203,14,161,0,2,0,35,0,0,0,18,16,0,0,0,0,40,18,564,"Very High"
"710",151,7,72,0,1,1,18,1,0,32,9,10,0,0,0,1,3,9,41,"High"
"711",111,26,76,0,0,1,1,64,0,0,10,6,0,0,0,0,151,10,71,"High"
"712",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"713",60,3,10,0,0,0,3,1,0,0,0,1,0,0,0,0,21,0,0,"Normal"
"714",159,16,161,0,0,0,0,69,42,0,0,7,0,0,47,25,135,0,61,"High"
"715",107,2,79,35,0,0,6,1,0,0,2,10,0,0,7,5,2,2,0,"Normal"
"716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"Normal"
"717",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"718",38,11,47,0,0,0,3,1,0,0,0,1,0,0,17,0,39,0,23,"Normal"
"719",151,67,120,0,0,1,10,0,1,0,0,0,0,0,0,35,4,0,191,"High"
"720",14,1,19,0,0,0,2,0,9,0,0,2,0,0,0,0,1,0,73,"Normal"
"721",3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,"Normal"
"722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"723",119,4,58,0,1,0,12,0,0,0,0,2,0,0,0,0,39,0,277,"High"
"724",148,4,133,0,0,0,17,0,0,0,1,8,0,0,0,0,39,1,573,"Very High"
"725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"726",131,13,51,0,0,0,19,16,0,11,2,11,0,0,1,0,0,2,0,"Normal"
"727",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"728",111,12,9,0,0,0,4,1,0,0,0,0,0,22,6,1,1,0,99,"Normal"
"729",9,6,16,0,0,1,1,0,595,0,1,1,1,0,0,0,0,1,0,"High"
"730",59,1,29,6,0,1,7,0,0,0,0,7,0,0,1,0,30,0,236,"High"
"731",59,1,34,6,0,1,7,1,0,0,0,7,0,0,1,0,30,0,204,"High"
"732",179,15,173,0,2,0,38,0,0,0,18,16,0,0,0,0,39,18,570,"Very High"
"733",527,79,225,41,0,2,22,330,145,0,3,28,0,0,0,17,4,3,190,"Very High"
"734",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"735",61,2,34,6,0,1,3,1,0,0,0,7,0,0,1,0,30,0,217,"High"
"736",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"737",131,11,44,0,0,0,13,0,0,34,62,15,0,0,2,1,3,62,211,"High"
"738",51,31,76,0,1,1,17,36,0,0,0,8,5,0,8,0,18,0,0,"Normal"
"739",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"740",130,4,107,0,0,0,9,0,0,0,1,8,0,0,0,0,38,1,575,"Very High"
"741",72,6,47,44,0,0,5,20,107,0,0,3,8,1,1,0,1,0,23,"High"
"742",0,0,5,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,"Normal"
"743",87,3,49,22,0,0,21,0,0,0,0,4,1,2,1,3,8,0,55,"Normal"
"744",234,50,116,16,0,29,29,0,0,0,0,0,12,1,1,0,2,0,0,"High"
"745",50,4,13,0,0,0,3,1,0,0,0,1,0,0,1,0,21,0,0,"Normal"
"746",35,3,11,0,0,0,3,1,0,0,0,1,0,0,1,0,21,0,0,"Normal"
"747",42,3,11,0,0,0,3,1,0,0,0,1,0,0,1,0,21,0,0,"Normal"
"748",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"749",410,83,234,10,0,0,28,1,30,0,9,16,0,0,7,14,3,9,94,"Very High"
"750",357,214,260,84,0,53,0,0,0,0,12,0,0,4,1,19,0,12,63,"Very High"
"751",350,214,260,84,0,53,0,0,0,0,12,0,0,4,1,19,0,12,63,"Very High"
"752",230,49,144,0,0,1,19,0,0,0,0,14,0,0,11,0,138,0,68,"High"
"753",10,4,4,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"754",11,0,9,0,0,0,1,0,0,0,0,0,0,10,30,0,1,0,1,"Normal"
"755",164,13,171,14,0,17,23,24,548,0,3,0,1,0,38,0,66,3,201,"Very High"
"756",14,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,48,0,0,"Normal"
"757",98,15,92,15,0,0,34,0,89,0,0,9,0,0,0,0,0,0,0,"High"
"758",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"759",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"Normal"
"760",191,2,88,0,0,0,30,0,0,2,1,14,0,0,3,28,1,1,339,"High"
"761",28,0,0,20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"762",117,3,95,0,0,0,17,0,0,0,1,8,0,0,0,0,38,1,459,"High"
"763",144,4,105,0,0,0,17,0,0,0,1,8,0,0,0,0,38,1,541,"Very High"
"764",151,13,68,0,1,1,21,1,0,24,13,5,0,0,0,0,3,13,42,"High"
"765",36,1,11,1,0,0,1,0,21,0,0,0,0,19,0,1,14,0,49,"Normal"
"766",36,1,22,6,0,1,7,0,0,0,0,7,0,0,0,0,1,0,196,"Normal"
"767",132,9,31,0,0,1,15,23,114,1,0,5,0,1,0,0,4,0,133,"High"
"768",98,8,41,0,1,0,11,0,0,0,0,1,0,0,0,0,2,0,208,"High"
"769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"Normal"
"770",111,12,107,0,0,0,9,0,0,0,1,8,0,0,0,0,39,1,446,"High"
"771",62,2,14,6,0,1,4,0,0,0,0,7,0,0,1,0,1,0,237,"High"
"772",132,4,106,0,1,0,12,0,0,0,1,9,0,0,0,0,39,1,384,"High"
"773",129,3,94,0,0,0,17,0,0,0,1,8,0,0,0,0,38,1,471,"High"
"774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"775",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"776",73,13,14,0,0,0,5,0,85,0,0,1,0,0,0,0,1,0,211,"High"
"777",207,17,32,0,21,1,3,0,0,15,58,0,0,19,0,0,2,58,452,"Very High"
"778",78,25,102,0,0,1,3,20,37,0,1,18,0,0,1,0,19,1,143,"High"
"779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"780",14,7,31,0,0,2,1,1,10,0,0,1,0,0,0,0,0,0,21,"Normal"
"781",38,22,55,0,0,1,3,9,9,0,0,7,0,0,1,0,1,0,159,"High"
"782",227,16,120,19,0,0,38,0,0,1,1,9,0,1,3,31,2,1,487,"Very High"
"783",12,3,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,"Normal"
"784",43,25,39,9,0,0,11,1,0,0,0,0,0,19,0,1,18,0,0,"Normal"
"785",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"786",149,13,60,0,1,1,15,1,0,24,13,1,0,0,0,0,2,13,44,"High"
"787",10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"788",129,8,53,0,1,1,5,0,0,0,3,1,0,0,0,0,2,3,100,"High"
"789",88,3,69,22,0,0,25,0,0,0,1,1,0,1,0,2,7,1,86,"High"
"790",16,1,15,1,0,0,5,0,0,0,0,0,0,1,27,0,0,0,0,"Normal"
"791",14,7,31,0,0,2,1,1,10,0,0,1,0,0,0,0,0,0,21,"Normal"
"792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Normal"
"793",221,19,114,0,2,0,52,0,0,0,21,21,0,0,0,0,3,21,470,"Very High"
"794",283,24,152,0,2,0,56,0,0,0,17,22,0,0,0,0,4,17,505,"Very High"
"795",138,17,42,0,0,1,15,27,127,0,0,5,0,1,0,0,3,0,128,"High"
"796",1019,126,315,13,12,27,16,244,1,23,108,15,5,27,6,13,3,108,303,"Massive"
"797",210,20,156,0,2,0,44,0,0,0,17,21,0,0,0,0,39,17,459,"Very High"
"798",141,13,158,14,0,17,22,0,548,0,3,0,1,0,38,0,66,3,198,"Very High"
"799",587,127,355,17,0,20,16,0,29,0,15,33,0,4,0,28,27,15,74,"Very High"
"800",292,132,249,21,0,60,25,1,548,0,2,0,0,1,1,9,3,2,73,"Very High"
"801",30,1,10,6,0,1,7,0,0,0,0,2,0,0,0,0,1,0,208,"Normal"
"802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"803",87,6,15,6,0,1,4,0,0,0,0,7,0,0,1,0,2,0,243,"High"
"804",444,30,139,14,2,1,62,0,0,2,11,13,0,1,1,1,1,11,572,"Very High"
"805",91,23,24,0,0,0,1,0,0,105,34,7,0,0,0,0,1,34,11,"High"
"806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"807",146,4,121,0,0,0,17,0,0,0,1,8,0,0,0,0,38,1,562,"Very High"
"808",164,13,169,15,0,0,23,24,564,0,3,0,1,0,38,0,66,3,193,"Very High"
"809",139,12,140,1,0,0,25,34,640,0,2,0,0,0,39,0,68,2,166,"Very High"
"810",331,20,110,25,0,0,11,0,0,0,0,0,0,1,0,24,2,0,104,"High"
"811",18,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,"Normal"
"812",11,5,66,0,0,0,5,1,0,0,0,7,0,0,0,0,2,0,26,"Normal"
"813",102,8,43,0,1,0,11,0,0,0,0,1,0,0,0,0,2,0,208,"High"
"814",90,8,45,0,1,0,11,0,0,0,0,1,0,0,0,0,2,0,207,"High"
"815",405,46,219,6,1,12,62,0,43,26,97,6,0,1,1,1,1,97,322,"Very High"
"816",876,117,424,88,1,18,32,230,809,17,65,36,0,21,0,0,2,65,446,"Massive"
"817",309,19,182,0,0,1,31,22,735,0,18,7,0,0,31,0,6,18,243,"Very High"
"818",1294,171,397,35,12,29,18,384,1,10,47,45,5,31,6,30,5,47,333,"Massive"
"819",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"820",963,120,497,68,1,18,36,198,809,17,72,37,0,21,0,0,2,72,508,"Massive"
"821",1473,200,488,87,13,31,36,464,65,19,52,38,9,37,0,22,4,52,420,"Massive"
"822",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,"Normal"
"823",296,23,138,1,2,1,34,0,0,9,18,8,0,0,0,0,2,18,556,"Very High"
"824",74,13,19,0,0,0,4,0,94,0,0,7,0,6,17,1,1,0,67,"High"
"825",38,0,17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15,"Normal"
"826",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"828",4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Normal"
"829",0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"Normal"
"830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"831",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"832",865,99,421,34,1,21,56,102,957,0,69,52,20,18,29,0,3,69,286,"Massive"
"833",108,0,61,0,0,0,0,1,0,22,0,0,0,0,0,0,1,0,11,"Normal"
"834",13,0,10,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,2,"Normal"
"835",145,13,60,0,1,1,15,1,0,23,12,1,0,0,0,0,2,12,49,"High"
"836",204,10,56,0,0,1,40,18,88,2,6,6,0,1,2,2,2,6,219,"High"
"837",209,10,57,0,0,1,40,18,88,2,6,6,0,1,2,2,2,6,244,"High"
"838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"839",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"840",17,1,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"841",51,13,26,0,0,5,1,0,0,0,2,3,0,1,0,1,0,2,7,"Normal"
"842",63,1,32,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,117,"Normal"
"843",1,0,8,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,"Normal"
"844",153,11,120,0,0,0,24,0,0,0,1,8,0,0,0,0,38,1,567,"Very High"
"845",2,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"Normal"
"846",6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"847",491,37,291,31,0,0,0,14,934,0,79,25,0,17,74,0,3,79,389,"Massive"
"848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"849",7,0,16,0,0,0,9,0,0,0,0,1,0,0,0,0,8,0,33,"Normal"
"850",23,2,5,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,"Normal"
"851",511,71,200,29,19,23,12,0,0,47,242,7,0,19,0,0,1,242,388,"Very High"
"852",127,57,117,15,0,1,0,0,0,0,0,0,0,1,7,0,5,0,212,"High"
"853",33,0,40,43,0,0,6,0,0,0,0,2,0,0,0,0,1,0,19,"Normal"
"854",243,9,109,0,4,0,62,0,0,2,18,12,0,0,0,0,1,18,461,"Very High"
"855",159,14,138,0,0,0,28,0,0,0,1,8,0,0,0,0,39,1,576,"Very High"
"856",162,12,133,0,0,0,17,0,0,0,1,8,0,0,0,0,39,1,564,"Very High"
"857",38,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Normal"
"858",251,53,199,69,0,0,11,113,792,7,10,0,0,0,13,0,2,10,233,"Very High"
"859",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"860",1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,"Normal"
"861",187,14,174,0,2,0,43,0,0,0,18,16,0,0,0,0,39,18,570,"Very High"
"862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"863",149,4,133,0,0,0,17,0,0,0,1,8,0,0,0,0,39,1,580,"Very High"
"864",79,3,44,0,0,1,7,0,9,3,10,1,0,0,0,0,1,10,64,"Normal"
"865",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"866",119,3,95,0,0,0,17,0,0,0,1,8,0,0,0,0,38,1,518,"High"
"867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"868",60,1,19,6,0,1,8,0,0,0,0,7,0,0,1,0,1,0,227,"High"
"869",63,3,41,0,0,0,13,0,0,0,1,1,0,0,0,1,1,1,50,"Normal"
"870",607,54,352,31,1,14,71,56,973,0,63,33,0,18,49,0,3,63,280,"Massive"
"871",163,20,154,37,0,0,20,0,603,0,11,1,0,0,1,0,1,11,188,"Very High"
"872",267,102,192,0,0,1,21,0,1,0,0,9,0,0,1,0,6,0,99,"High"
"873",47,0,18,0,0,0,9,1,0,1,0,1,0,0,0,0,0,0,0,"Normal"
"874",67,1,14,6,0,1,8,0,0,0,0,7,0,0,0,0,1,0,231,"High"
"875",227,52,143,0,0,0,19,0,102,0,0,11,0,0,23,0,137,0,39,"High"
"876",1153,160,561,46,10,37,62,113,705,0,71,60,24,18,0,0,3,71,331,"Massive"
"877",97,10,67,0,0,1,1,14,0,0,0,6,0,0,0,0,152,0,82,"High"
"878",65,0,28,0,0,0,17,1,0,0,0,2,0,0,0,0,1,0,25,"Normal"
"879",70,3,44,0,0,1,7,0,9,3,10,1,0,0,0,0,1,10,66,"Normal"
"880",180,13,162,0,2,0,41,0,0,0,18,16,0,0,0,0,40,18,531,"Very High"
"881",98,8,43,0,1,0,12,0,0,0,1,1,0,0,0,0,2,1,132,"Normal"
"882",170,16,155,0,0,0,37,0,0,0,1,8,0,0,0,0,41,1,592,"Very High"
"883",22,1,11,0,0,2,0,0,0,0,0,1,0,0,0,6,0,0,1,"Normal"
"884",165,20,118,0,0,5,1,0,52,0,3,3,0,0,41,25,2,3,38,"High"
"885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"886",166,16,49,0,21,12,2,0,0,14,60,0,0,19,0,0,1,60,457,"Very High"
"887",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,"Normal"
"888",180,2,80,0,0,0,34,0,0,7,1,18,0,0,3,28,1,1,333,"High"
"889",57,0,37,0,0,0,13,0,0,0,0,0,0,1,0,0,6,0,42,"Normal"
"890",66,0,30,0,0,0,14,0,0,0,0,2,0,0,0,0,1,0,9,"Normal"
"891",1,0,0,1,0,0,3,8,0,0,0,0,0,0,2,0,1,0,1,"Normal"
"892",127,3,98,0,0,0,10,0,0,0,1,8,0,0,0,0,39,1,416,"High"
"893",74,5,36,0,0,0,1,9,0,0,0,0,0,0,1,0,14,0,7,"Normal"
"894",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"Normal"
"895",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"896",97,1,26,0,0,0,10,0,0,33,62,9,0,0,0,2,1,62,27,"High"
"897",97,0,27,0,0,0,11,0,0,33,62,9,0,0,0,2,1,62,39,"High"
"898",96,8,43,0,1,0,12,0,0,0,1,1,0,0,0,0,2,1,171,"High"
"899",95,2,50,0,1,0,11,0,0,0,0,2,0,0,0,0,38,0,224,"High"
"900",140,1,154,43,0,0,13,27,811,0,11,1,0,0,43,0,1,11,214,"Very High"
"901",20,1,10,1,0,0,1,0,21,0,0,0,0,19,0,1,15,0,21,"Normal"
"902",108,11,108,15,0,17,0,0,534,0,3,0,1,0,0,14,64,3,125,"Very High"
"903",117,19,79,16,0,13,30,1,0,0,1,0,0,0,40,0,4,1,57,"High"
"904",119,3,117,0,0,0,19,24,624,0,1,0,0,0,40,0,69,1,155,"Very High"
"905",37,0,77,0,0,1,0,0,0,0,0,13,0,0,0,0,2,0,1,"Normal"
"906",117,21,105,14,0,17,15,0,534,0,2,0,2,0,0,0,65,2,184,"Very High"
"907",115,21,101,14,0,17,15,0,534,0,1,0,2,0,0,0,65,1,184,"Very High"
"908",180,15,167,0,2,0,38,0,0,0,18,16,0,0,0,0,41,18,563,"Very High"
"909",10,1,7,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,"Normal"
"910",36,5,34,0,0,0,10,11,0,0,1,0,0,0,0,0,2,1,47,"Normal"
"911",6,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"912",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"Normal"
"913",169,9,39,0,0,1,17,0,114,2,5,6,0,1,0,0,4,5,198,"High"
"914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"916",175,67,175,2,0,7,38,2,73,0,0,2,0,2,1,19,3,0,51,"High"
"917",62,15,29,0,0,5,2,0,0,1,2,5,0,1,0,2,0,2,6,"Normal"
"918",118,18,36,0,1,0,5,0,0,0,4,1,0,0,27,0,3,4,68,"Normal"
"919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"920",126,2,105,23,0,0,15,38,815,0,2,1,0,0,94,0,1,2,212,"Very High"
"921",71,0,23,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,29,"Normal"
